date,power,industry,ground_transport,residential,domestic_aviation,international_aviation,all_sectors
12/1/2019,37.6869,28.4974,17.0548,14.4772,1.02604,1.70708,100.44942
12/2/2019,39.8219,29.6921,18.8945,15.1593,1.0631,1.63987,106.27077
12/3/2019,39.8921,29.8543,19.032,15.4693,1.05509,1.54178,106.84457
12/4/2019,40.2491,30.0595,19.2205,15.4862,1.06097,1.58476,107.66103
12/5/2019,40.1211,30.0782,19.2365,15.6751,1.08048,1.60475,107.79613
12/6/2019,40.0746,29.9795,18.8091,15.4554,1.07613,1.66715,107.06188
12/7/2019,38.4287,28.7437,18.0438,15.1981,0.944339,1.66916,103.027799
12/8/2019,37.1489,27.9444,16.7407,14.7648,0.924825,1.70508,99.228705
12/9/2019,38.8333,29.0232,18.7731,14.1092,0.99557,1.64284,103.37721
12/10/2019,40.5271,30.1697,19.2127,14.706,1.02778,1.55334,107.19662
12/11/2019,41.09,30.6155,19.2028,15.8057,1.04349,1.5991,109.35659
12/12/2019,40.9278,30.3992,19.4257,15.911,1.07856,1.63126,109.37352
12/13/2019,40.7175,30.2935,18.994,15.1916,1.0763,1.69602,107.96892
12/14/2019,39.0535,29.1765,18.0518,14.5953,0.948849,1.70553,103.531479
12/15/2019,38.2173,28.9415,16.8064,14.8378,0.926281,1.73544,101.464721
12/16/2019,40.4688,30.1969,18.8794,15.0791,0.998613,1.67663,107.299443
12/17/2019,41.4051,30.9006,19.0965,15.7894,1.04011,1.6077,109.83941
12/18/2019,41.3694,30.7466,19.1258,17.3227,1.07443,1.65505,111.29398
12/19/2019,41.6712,30.9386,19.2822,17.8741,1.11616,1.71909,112.60135
12/20/2019,41.1451,30.7633,19.1378,17.1056,1.13866,1.78242,111.07288
12/21/2019,39.2537,29.3432,18.0583,16.6419,1.07445,1.8215,106.19305
12/22/2019,38.5785,29.1519,16.8127,16.2296,1.04335,1.81658,103.63263
12/23/2019,39.1334,29.5497,19.0192,16.0686,1.06005,1.71919,106.55014
12/24/2019,38.2962,28.7952,18.0368,16.1797,1.01855,1.57318,103.89963
12/25/2019,37.5759,28.2189,15.4598,16.4423,0.830433,1.42266,99.949993
12/26/2019,38.6194,29.0959,17.3131,17.3632,1.00283,1.63132,105.02575
12/27/2019,39.0588,29.5106,18.0392,17.9906,1.09696,1.74893,107.44509
12/28/2019,38.5043,29.2681,17.0546,18.4229,1.02535,1.79031,106.06556
12/29/2019,37.4376,28.6579,15.3914,18.3227,1.00098,1.78063,102.59121
12/30/2019,38.7408,29.5124,17.1892,18.8245,1.01089,1.68992,106.96771
12/31/2019,38.6531,29.2856,18.0102,18.8737,0.99625,1.56443,107.38328
1/1/2020,37.4969,27.1047,14.4064,18.0008,0.876853,1.55211,99.437763
1/2/2020,38.5784,28.1446,17.6774,16.6924,1.02446,1.71034,103.8276
1/3/2020,38.2784,27.661,17.7852,16.0036,1.07616,1.76994,102.5743
1/4/2020,37.7116,27.3602,16.6885,16.3754,1.00996,1.84175,100.98741
1/5/2020,37.5038,27.1835,15.0715,17.3536,1.01942,1.8428,99.97462
1/6/2020,39.5861,28.4579,17.7965,17.5281,1.03764,1.72605,106.13229
1/7/2020,40.704,29.1611,18.3847,17.4654,1.03118,1.6259,108.37228
1/8/2020,40.191,28.7058,18.6708,17.5498,0.874083,1.55949,107.550973
1/9/2020,39.8286,28.6396,18.8968,17.7544,0.994234,1.6335,107.747134
1/10/2020,40.1125,28.5954,18.5761,17.7214,1.05939,1.71368,107.77847
1/11/2020,38.7177,27.9051,17.0909,17.9535,0.93249,1.73553,104.33522
1/12/2020,37.6436,27.0381,15.3908,18.6319,0.933345,1.74559,101.383335
1/13/2020,39.9685,28.5696,18.5191,18.5977,1.01434,1.65014,108.31938
1/14/2020,39.1384,28.0104,18.8656,18.0372,1.02866,1.54596,106.62622
1/15/2020,38.7753,27.8313,18.9679,17.5578,1.03775,1.57643,105.74648
1/16/2020,39.2612,27.9057,19.114,17.4453,1.06253,1.63009,106.41882
1/17/2020,39.3152,27.8379,18.7173,18.1664,1.07764,1.69854,106.81298
1/18/2020,37.9372,26.8637,17.0308,17.992,0.937559,1.72557,102.486829
1/19/2020,36.7089,26.0985,15.4432,18.5097,0.914581,1.72554,99.400421
1/20/2020,39.5849,27.619,18.4378,19.2272,1.01703,1.66968,107.55561
1/21/2020,39.2054,27.2748,18.7249,19.1212,1.04971,1.57419,106.9502
1/22/2020,38.404,26.6147,18.4698,18.354,1.03527,1.57499,104.45276
1/23/2020,38.3886,27.1187,18.0374,17.6946,1.06198,1.62134,103.92262
1/24/2020,37.2393,26.1366,16.6819,18.0435,1.04666,1.69092,100.83888
1/25/2020,35.4489,25.1014,15.1252,18.2623,0.91637,1.68527,96.53944
1/26/2020,34.1362,24.3833,13.622,18.1073,0.912325,1.70038,92.861505
1/27/2020,35.8785,25.2981,16.5609,17.7889,0.995165,1.62201,98.143575
1/28/2020,35.7743,25.2408,16.9483,17.2645,0.992568,1.50992,97.730388
1/29/2020,35.7169,25.3747,16.9622,16.9974,0.977448,1.53274,97.561388
1/30/2020,35.6663,25.3245,17.4252,16.9946,0.995545,1.57823,97.984375
1/31/2020,35.081,25.0198,17.0684,16.3953,0.991632,1.64413,96.200262
2/1/2020,32.2161,24.637,15.4272,15.9887,0.851454,1.6418,90.762254
2/2/2020,30.7557,23.7112,14.1178,16.106,0.823372,1.63181,87.145882
2/3/2020,32.4089,24.788,16.8375,16.1078,0.896218,1.53944,92.577858
2/4/2020,33.2084,25.296,16.9435,16.1873,0.905313,1.43802,93.978533
2/5/2020,34.4317,26.1384,17.1801,16.8879,0.88978,1.44152,96.9694
2/6/2020,35.0192,26.2278,17.3463,17.2237,0.898324,1.48186,98.197184
2/7/2020,34.5927,26.1781,16.7142,16.7866,0.930997,1.54468,96.747277
2/8/2020,32.708,24.5067,15.1581,17.0999,0.830389,1.59083,91.893919
2/9/2020,30.805,23.2383,13.6164,16.88,0.80881,1.51786,86.86637
2/10/2020,33.2367,25.0885,17.0475,16.1803,0.874459,1.4614,93.888859
2/11/2020,33.5982,25.3196,17.1681,15.9415,0.872323,1.38981,94.289533
2/12/2020,34.113,25.8434,17.2867,15.4985,0.87498,1.41833,95.03491
2/13/2020,34.4904,26.1368,17.5716,14.7541,0.89664,1.46721,95.31675
2/14/2020,34.5046,25.9618,17.8309,15.6313,0.95874,1.54878,96.43612
2/15/2020,32.131,24.09,16.2058,16.2438,0.823222,1.56926,91.063082
2/16/2020,30.9115,23.3689,14.4408,14.9233,0.780591,1.56516,85.990251
2/17/2020,33.2371,25.1837,16.5482,14.7075,0.85731,1.49056,92.02437
2/18/2020,33.7249,25.41,17.5529,14.4999,0.895515,1.4029,93.486115
2/19/2020,34.3995,25.8873,17.5473,14.4419,0.911383,1.41062,94.598003
2/20/2020,34.3693,25.7734,17.6401,14.6776,0.919308,1.45899,94.838698
2/21/2020,33.895,25.4364,17.4849,14.7548,0.940375,1.53398,94.045455
2/22/2020,31.9194,24.1067,15.8647,13.7694,0.830613,1.5638,88.054613
2/23/2020,30.5232,23.3911,13.7662,12.7336,0.815936,1.55205,82.782086
2/24/2020,33.411,25.5712,16.9149,12.2801,0.882539,1.48125,90.540989
2/25/2020,34.3847,26.0547,17.1133,12.3651,0.896633,1.39972,92.214153
2/26/2020,35.1336,26.4219,16.9023,13.6547,0.917479,1.41484,94.444819
2/27/2020,35.1692,26.3623,17.6112,14.4009,0.942767,1.44309,95.929457
2/28/2020,34.5298,26.0652,17.5103,13.9957,0.96629,1.5117,94.57899
2/29/2020,32.5863,24.8064,15.8417,13.4883,0.846085,1.55686,89.125645
3/1/2020,30.8541,25.2509,13.9273,12.6984,0.867495,1.55037,85.148565
3/2/2020,34.1036,27.4398,17.7283,12.6088,0.925275,1.45549,94.261265
3/3/2020,34.9572,28.0815,18.3673,12.3708,0.923753,1.36064,96.061193
3/4/2020,35.5382,28.6076,18.4078,12.6379,0.931082,1.3686,97.491182
3/5/2020,34.766,27.948,18.4982,12.6184,0.956907,1.39906,96.186567
3/6/2020,34.8467,28.1374,18.2294,12.7679,0.975328,1.4568,96.413528
3/7/2020,32.9832,26.812,16.1237,12.6703,0.856839,1.48001,90.926049
3/8/2020,31.1454,25.5648,14.2631,11.8348,0.877884,1.49039,85.176374
3/9/2020,33.8536,27.8596,17.7002,11.2563,0.915522,1.35949,92.944712
3/10/2020,33.8038,27.604,17.2978,11.1162,0.926316,1.26808,92.016196
3/11/2020,33.7577,27.6367,18.5127,10.6349,0.942254,1.26118,92.745434
3/12/2020,33.3051,27.1668,18.5374,10.4448,0.962341,1.28701,91.703451
3/13/2020,33.778,27.6907,17.8911,10.8932,0.970467,1.35685,92.580317
3/14/2020,32.9983,26.8969,14.8584,11.6062,0.872915,1.3516,88.584315
3/15/2020,31.9222,26.3414,12.1788,11.6085,0.871689,1.31995,84.242539
3/16/2020,34.4613,27.8587,16.2696,11.667,0.887402,1.1791,92.323102
3/17/2020,34.7559,28.3342,15.9199,10.8921,0.888201,1.03258,91.822881
3/18/2020,34.0509,27.3961,15.3534,10.3021,0.848036,0.978012,88.928548
3/19/2020,34.6245,28.0752,15.0235,10.1681,0.812288,0.927613,89.631201
3/20/2020,34.2704,28.2597,15.0578,10.0908,0.787904,0.898089,89.364693
3/21/2020,33.1607,27.0188,11.7918,11.3544,0.692407,0.835148,84.853255
3/22/2020,31.579,26.0034,8.57569,12.0399,0.638983,0.714315,79.551288
3/23/2020,33.6937,27.7148,13.0397,11.8324,0.605884,0.567029,87.453513
3/24/2020,34.0085,27.7485,13.0217,11.4155,0.600927,0.487917,87.283044
3/25/2020,34.1062,27.8475,12.9605,11.0497,0.570971,0.445629,86.9805
3/26/2020,32.7244,26.6866,13.1115,10.9111,0.54576,0.414217,84.393577
3/27/2020,31.841,26.2854,12.8365,10.6427,0.518896,0.393706,82.518202
3/28/2020,30.1519,24.7705,9.66356,10.7519,0.458824,0.376721,76.173405
3/29/2020,29.8448,24.833,7.73479,11.1169,0.44146,0.327009,74.297959
3/30/2020,31.3735,25.9425,12.2474,11.2008,0.425686,0.278705,81.468591
3/31/2020,32.2884,26.7877,12.5921,11.2344,0.459836,0.28528,83.647716
4/1/2020,31.8738,26.8353,12.5125,11.2249,0.446339,0.289039,83.181878
4/2/2020,32.2262,27.0521,12.6391,10.7407,0.412871,0.286795,83.357766
4/3/2020,32.0183,26.6309,12.6396,10.3003,0.40468,0.295894,82.289674
4/4/2020,30.6228,25.5858,9.32255,10.1777,0.342679,0.268496,76.320025
4/5/2020,29.4091,24.7629,7.68919,9.72927,0.332194,0.270124,72.192778
4/6/2020,30.8131,25.6334,11.4932,9.01797,0.351097,0.251001,77.559768
4/7/2020,31.6793,26.2223,12.8009,8.90237,0.372942,0.262976,80.240788
4/8/2020,32.3966,26.8158,12.8187,8.94579,0.37559,0.280172,81.632652
4/9/2020,32.2728,26.9854,12.9175,9.42053,0.365193,0.284647,82.24607
4/10/2020,31.0198,25.6867,11.442,9.89813,0.359482,0.286853,78.692965
4/11/2020,30.1288,25.1239,9.84754,9.50028,0.308868,0.277385,75.186773
4/12/2020,29.9258,24.9377,7.88157,8.89985,0.290685,0.265598,72.201203
4/13/2020,31.177,25.8617,11.7332,9.34709,0.301109,0.243169,78.663268
4/14/2020,31.8011,26.3093,12.9334,9.82535,0.337569,0.252991,81.45971
4/15/2020,31.353,25.5925,13.1672,9.42109,0.346731,0.283584,80.164105
4/16/2020,30.5541,24.6991,13.1024,8.80373,0.323264,0.272759,77.755353
4/17/2020,30.9594,25.3986,13.0078,8.63301,0.319509,0.267075,78.585394
4/18/2020,30.8158,25.4241,10.3493,8.51701,0.279962,0.261013,75.647185
4/19/2020,30.0124,24.5262,8.20315,8.20211,0.266999,0.250868,71.461727
4/20/2020,30.3006,24.7792,13.0962,8.39203,0.282037,0.267018,77.117085
4/21/2020,30.9979,25.5274,13.2701,8.62058,0.314338,0.289221,79.019539
4/22/2020,31.1428,25.5935,13.5684,8.87074,0.330643,0.316067,79.82215
4/23/2020,31.6287,26.0063,13.4809,8.63693,0.330058,0.348852,80.43174
4/24/2020,31.4005,25.446,13.3604,8.07285,0.329736,0.346856,78.956342
4/25/2020,30.3497,25.0012,10.469,7.89536,0.293077,0.332195,74.340532
4/26/2020,29.6505,24.7829,8.94472,7.85904,0.275292,0.330784,71.843236
4/27/2020,31.1977,25.9356,13.323,7.7071,0.284922,0.318226,78.766548
4/28/2020,31.4307,26.1004,13.7542,7.27097,0.330329,0.33482,79.221419
4/29/2020,31.5809,26.1797,13.7602,7.06646,0.353546,0.366039,79.306845
4/30/2020,30.651,25.3712,14.3742,7.06907,0.375415,0.378227,78.219112
5/1/2020,28.3957,24.251,11.3615,6.86265,0.35642,0.367052,71.594322
5/2/2020,27.6067,23.505,10.7671,6.50005,0.290936,0.342291,69.012077
5/3/2020,28.8744,24.4289,8.76135,6.36815,0.288299,0.325136,69.046235
5/4/2020,31.6323,26.9691,12.7752,6.66457,0.304142,0.319595,78.664907
5/5/2020,31.8209,26.8203,13.066,7.09527,0.36987,0.329939,79.502279
5/6/2020,31.9353,27.3708,13.9273,7.1589,0.366845,0.349612,81.108757
5/7/2020,31.9122,27.1965,13.9558,7.02156,0.371235,0.369083,80.826378
5/8/2020,32.0511,27.3391,13.9862,6.87186,0.374754,0.372639,80.995653
5/9/2020,31.4522,26.7876,12.0061,7.02369,0.32561,0.368281,77.963481
5/10/2020,30.1482,25.9354,9.43002,6.65043,0.317027,0.362694,72.843771
5/11/2020,31.0608,26.2743,14.0494,7.29967,0.327567,0.359077,79.370814
5/12/2020,31.9962,26.9621,14.7771,7.73214,0.355706,0.3691,82.192346
5/13/2020,32.1712,27.4199,14.696,7.4071,0.369314,0.387335,82.450849
5/14/2020,32.5815,27.2386,14.9201,6.89487,0.377636,0.417511,82.430217
5/15/2020,32.9119,27.6736,15.1328,6.36218,0.386702,0.410568,82.87775
5/16/2020,32.3361,26.9833,12.4019,6.08333,0.337283,0.39674,78.538653
5/17/2020,31.2441,26.4104,10.1467,5.92808,0.339065,0.388089,74.456434
5/18/2020,32.4473,27.1944,14.8648,5.75289,0.342607,0.358534,80.960531
5/19/2020,32.8999,27.7473,15.1333,5.72275,0.368526,0.380541,82.252317
5/20/2020,32.9954,27.6961,15.2515,5.89646,0.403731,0.400715,82.643906
5/21/2020,32.8792,27.4563,14.5458,5.78336,0.408429,0.413551,81.48664
5/22/2020,32.9243,27.3966,15.3992,5.50486,0.415267,0.409675,82.049902
5/23/2020,32.1124,26.675,12.3266,5.78501,0.354909,0.390048,77.643967
5/24/2020,31.7049,26.6407,10.134,5.90454,0.340463,0.384727,75.10933
5/25/2020,33.0297,27.4445,13.374,5.62817,0.352441,0.348986,80.177797
5/26/2020,34.4742,28.5575,14.6047,5.45838,0.362876,0.368563,83.826219
5/27/2020,35.0685,29.021,15.1174,5.30514,0.413463,0.39286,85.318363
5/28/2020,33.955,28.1364,14.7799,5.24066,0.423773,0.396551,82.932284
5/29/2020,33.4205,27.5105,15.5236,5.20599,0.435373,0.394253,82.490216
5/30/2020,31.5856,26.3352,13.3384,5.26925,0.375366,0.376329,77.280145
5/31/2020,30.4685,25.5616,11.2327,5.47195,0.3714,0.362149,73.468299
6/1/2020,32.0061,26.5759,14.8532,5.6457,0.432297,0.347608,79.860805
6/2/2020,33.6113,27.6233,16.0995,5.39084,0.459652,0.364403,83.548995
6/3/2020,35.0232,28.6003,16.3766,5.3316,0.470543,0.385551,86.187794
6/4/2020,35.3173,28.5101,16.4755,5.54389,0.487639,0.406307,86.740736
6/5/2020,35.4005,28.822,16.829,5.63169,0.506519,0.414978,87.604687
6/6/2020,34.1508,28.1311,14.0098,5.48978,0.440929,0.39809,82.620499
6/7/2020,33.2674,27.9786,11.8417,5.52777,0.441661,0.402492,79.459623
6/8/2020,35.3367,28.9719,16.0002,5.54425,0.464923,0.363419,86.681392
6/9/2020,36.7398,29.8004,16.391,5.44232,0.490897,0.371905,89.236322
6/10/2020,37.3121,30.4011,16.7709,5.29407,0.513319,0.394854,90.686343
6/11/2020,36.681,29.9892,16.4433,5.18104,0.532305,0.420255,89.2471
6/12/2020,36.0035,29.538,16.7801,5.07166,0.554903,0.421245,88.369408
6/13/2020,34.1422,28.3836,14.7661,5.3065,0.481352,0.397804,83.477556
6/14/2020,33.4594,28.4403,12.4277,5.41685,0.488715,0.408961,80.641926
6/15/2020,35.9084,29.9902,16.4565,5.17489,0.504307,0.401352,88.435649
6/16/2020,36.3141,30.1995,16.705,5.03079,0.522465,0.402514,89.174369
6/17/2020,36.6807,30.6762,16.8937,5.00961,0.53766,0.419366,90.217236
6/18/2020,36.8109,30.1317,17.0416,5.07563,0.55178,0.437761,90.049371
6/19/2020,36.2623,29.6472,16.9249,5.084,0.566515,0.4533,88.938215
6/20/2020,34.3158,28.0666,14.77,5.00551,0.498513,0.435475,83.091898
6/21/2020,33.5787,27.5988,12.2874,4.95771,0.50084,0.431562,79.355012
6/22/2020,36.0338,29.1493,16.4695,4.9421,0.519802,0.411016,87.525518
6/23/2020,36.8065,29.8426,16.8634,4.79123,0.540124,0.407916,89.25177
6/24/2020,36.7991,29.6611,16.7313,4.81436,0.57087,0.441161,89.017891
6/25/2020,36.5883,29.5542,16.4779,4.8634,0.56605,0.459752,88.509602
6/26/2020,36.1732,29.2609,16.3976,4.88135,0.574586,0.468993,87.756629
6/27/2020,35.2116,28.7281,14.6361,4.90584,0.527018,0.44502,84.453678
6/28/2020,34.5434,28.3821,13.2894,5.00793,0.520673,0.436494,82.179997
6/29/2020,36.3211,29.6148,16.5638,5.09899,0.532262,0.41132,88.542272
6/30/2020,37.284,30.3137,17.025,4.99737,0.573532,0.420059,90.613661
7/1/2020,37.6198,29.095,16.9033,4.80362,0.621967,0.506264,89.549951
7/2/2020,37.6495,28.7117,17.5442,4.84438,0.654789,0.524298,89.928867
7/3/2020,37.35,28.6339,17.2413,4.83012,0.664098,0.553779,89.273197
7/4/2020,35.3357,27.0548,14.6564,4.70259,0.526373,0.552864,82.828727
7/5/2020,34.3423,26.2824,12.9683,4.68696,0.583409,0.542126,79.405495
7/6/2020,37.0953,28.3863,16.7474,4.89642,0.627279,0.4995,88.252199
7/7/2020,38.5947,29.1937,16.9719,4.99377,0.644883,0.494983,90.893936
7/8/2020,38.8839,29.6902,17.1584,4.98698,0.67072,0.523112,91.913312
7/9/2020,38.7607,29.3769,17.2916,4.79144,0.692567,0.545746,91.458953
7/10/2020,38.1378,28.9117,17.3211,4.74981,0.718769,0.576692,90.415871
7/11/2020,36.863,28.3232,15.2495,4.98685,0.645516,0.576891,86.644957
7/12/2020,35.3329,27.507,13.1171,4.96902,0.651491,0.555377,82.132888
7/13/2020,37.5244,28.6909,16.8075,4.83965,0.661826,0.511109,89.035385
7/14/2020,38.656,29.4112,16.6969,4.91387,0.668538,0.506864,90.853372
7/15/2020,39.0896,29.8154,17.0437,4.97105,0.71241,0.567177,92.199337
7/16/2020,38.9043,29.3136,17.1236,4.97315,0.727553,0.591584,91.633787
7/17/2020,38.4807,28.9975,17.1067,4.8362,0.739153,0.616529,90.776782
7/18/2020,36.5954,27.571,15.1648,4.66516,0.674614,0.636066,85.30704
7/19/2020,35.8982,27.2103,13.2049,4.60065,0.670698,0.606792,82.19154
7/20/2020,38.0637,28.428,16.6906,4.66651,0.684013,0.557874,89.090697
7/21/2020,39.0727,29.2219,17.0378,4.75291,0.684444,0.537011,91.306765
7/22/2020,39.352,29.6108,17.1456,4.77106,0.707229,0.573667,92.160356
7/23/2020,39.1446,29.5113,17.1533,4.78523,0.732166,0.595993,91.922589
7/24/2020,38.5467,29.2365,17.2698,4.78768,0.754276,0.623488,91.218444
7/25/2020,37.2634,28.4883,15.4124,4.74474,0.688634,0.648018,87.245492
7/26/2020,36.1113,27.6546,13.8257,4.65646,0.683625,0.625436,83.557121
7/27/2020,38.7219,29.163,17.2987,4.64598,0.684341,0.560066,91.073987
7/28/2020,39.2484,29.5236,17.5838,4.72316,0.689052,0.55308,92.321092
7/29/2020,39.8101,30.4786,17.7642,4.75958,0.636239,0.550148,93.998867
7/30/2020,39.8631,30.3715,17.4569,4.64323,0.704009,0.586551,93.62529
7/31/2020,39.664,30.3596,16.7905,4.61192,0.739826,0.625155,92.791001
8/1/2020,38.2045,28.3723,14.8742,4.58749,0.700348,0.687076,87.425914
8/2/2020,37.3519,27.9792,13.1926,4.53492,0.691389,0.665947,84.415956
8/3/2020,39.7816,29.5647,16.3751,4.67175,0.709516,0.608435,91.711101
8/4/2020,40.1544,29.872,16.598,4.6818,0.698204,0.583205,92.587609
8/5/2020,39.8252,29.7483,16.8305,4.52371,0.722733,0.626222,92.276665
8/6/2020,40.0739,29.732,17.0109,4.49074,0.748169,0.641801,92.69751
8/7/2020,40.2405,29.8278,17.0814,4.58237,0.775413,0.679391,93.186874
8/8/2020,38.9672,28.9356,15.3716,4.52337,0.712289,0.705372,89.215431
8/9/2020,37.8915,28.35,13.8821,4.51392,0.709662,0.677234,86.024416
8/10/2020,39.9503,29.3184,16.9085,4.51136,0.714772,0.635067,92.038399
8/11/2020,40.6824,29.8369,17.1931,4.59097,0.720972,0.594605,93.618947
8/12/2020,40.6963,29.8231,17.0729,4.62538,0.729252,0.621471,93.568403
8/13/2020,40.1443,29.5752,17.5799,4.63494,0.750497,0.64097,93.325807
8/14/2020,40.5116,29.7837,17.6465,4.62839,0.778932,0.681365,94.030487
8/15/2020,38.9015,29.0903,15.3967,4.59644,0.708615,0.711103,89.404658
8/16/2020,38.2333,28.563,14.3172,4.63138,0.705498,0.689752,87.14013
8/17/2020,39.9746,29.6099,17.2098,4.64171,0.726014,0.628851,92.790875
8/18/2020,40.633,29.8088,17.7552,4.66323,0.722807,0.595746,94.178783
8/19/2020,40.126,29.665,17.8154,4.76734,0.723155,0.626935,93.72383
8/20/2020,39.7546,29.1858,17.3167,4.76379,0.763694,0.657141,92.441725
8/21/2020,39.1851,28.8246,17.7233,4.68232,0.772914,0.686505,91.874739
8/22/2020,37.6932,27.8648,16.0196,4.64372,0.707997,0.70951,87.638827
8/23/2020,36.9222,27.1666,13.4497,4.66573,0.714514,0.690686,83.60943
8/24/2020,39.6106,28.7672,16.8614,4.67817,0.727857,0.629611,91.274838
8/25/2020,40.2359,28.6848,17.3302,4.60413,0.727375,0.602732,92.185137
8/26/2020,39.8966,28.6894,17.3384,4.61745,0.72124,0.62482,91.88791
8/27/2020,40.21,28.7388,17.6292,4.77586,0.748215,0.674202,92.776277
8/28/2020,39.3054,28.433,17.6441,4.75628,0.772083,0.702794,91.613657
8/29/2020,37.3202,27.2404,15.8559,4.93532,0.698817,0.717163,86.7678
8/30/2020,36.3166,26.9536,14.2032,5.12112,0.689775,0.692565,83.97686
8/31/2020,38.8269,28.5267,17.2402,5.18988,0.701928,0.641938,91.127546
9/1/2020,40.0162,34.2745,17.7657,5.2613,0.706609,0.597923,98.622232
9/2/2020,40.0045,34.2652,17.8746,5.14709,0.716774,0.617715,98.625879
9/3/2020,39.4348,33.7774,18.3293,4.95055,0.754772,0.663439,97.910261
9/4/2020,38.6685,32.9858,18.2671,4.80641,0.791549,0.694153,96.213512
9/5/2020,36.4238,31.6151,16.4957,4.97774,0.685907,0.709391,90.907638
9/6/2020,35.1881,30.9258,14.2688,5.17174,0.642846,0.690484,86.88777
9/7/2020,36.545,31.5167,16.7721,5.11512,0.689737,0.623959,91.262616
9/8/2020,37.8476,32.6665,17.7958,5.02842,0.674463,0.590825,94.603608
9/9/2020,37.755,32.3513,17.9505,5.05234,0.712864,0.629446,94.45145
9/10/2020,38.2902,32.8119,18.2063,5.26124,0.751173,0.667866,95.988679
9/11/2020,37.1996,31.8116,18.1653,5.2425,0.765239,0.691096,93.875335
9/12/2020,34.8646,30.0892,16.283,5.11178,0.685027,0.703667,87.737274
9/13/2020,33.8081,29.6581,14.2899,4.90757,0.691886,0.692019,84.047575
9/14/2020,36.4041,31.2936,17.5746,4.92866,0.71303,0.622368,91.536358
9/15/2020,37.2324,32.0413,17.9293,5.12581,0.709603,0.596755,93.635168
9/16/2020,36.4535,31.5926,17.8442,5.04239,0.728746,0.630833,92.292269
9/17/2020,36.3458,31.3172,18.2363,5.25627,0.748711,0.664912,92.569193
9/18/2020,35.2963,30.377,18.1869,5.66293,0.777493,0.697611,90.998234
9/19/2020,32.8559,28.9033,16.5137,5.91752,0.692607,0.705768,85.588795
9/20/2020,32.0136,28.462,14.1926,5.9168,0.702673,0.694859,81.982532
9/21/2020,33.944,29.8179,17.09,5.82434,0.717014,0.622514,88.015768
9/22/2020,34.588,30.235,17.5881,5.61677,0.718495,0.580038,89.326403
9/23/2020,35.0852,30.5979,17.8853,5.27467,0.72883,0.620611,90.192511
9/24/2020,34.6312,30.0621,17.8486,5.33752,0.764796,0.657134,89.30135
9/25/2020,34.169,29.7545,17.8548,5.77168,0.777523,0.698128,89.025631
9/26/2020,32.252,28.4742,16.2399,6.0532,0.692871,0.71043,84.422601
9/27/2020,32.0876,28.5462,14.4142,6.17114,0.701446,0.706188,82.626774
9/28/2020,34.387,30.082,17.2663,6.35795,0.629847,0.636613,89.35971
9/29/2020,35.0559,30.5003,17.7307,6.48709,0.544709,0.503268,90.821967
9/30/2020,34.68,30.266,17.9509,6.35015,0.735329,0.63745,90.619829
10/1/2020,33.2446,30.1155,17.8305,6.21081,0.771324,0.656324,88.829058
10/2/2020,32.0469,28.8527,17.106,6.51806,0.785179,0.684032,85.992871
10/3/2020,30.3531,27.6568,15.8347,6.58119,0.693948,0.689769,81.809507
10/4/2020,29.9186,27.6126,13.9211,6.97859,0.706045,0.661815,79.79875
10/5/2020,32.2291,29.3991,16.905,7.18969,0.720695,0.586646,87.030231
10/6/2020,33.4451,30.2091,17.2615,7.00664,0.716583,0.539289,89.178212
10/7/2020,34.2649,30.5791,17.5678,6.5876,0.732779,0.577601,90.30978
10/8/2020,33.9756,30.6735,17.56,6.67107,0.781662,0.610755,90.272587
10/9/2020,33.7446,30.3428,17.8275,6.82346,0.801148,0.657108,90.196616
10/10/2020,32.4071,29.3847,16.5013,6.73822,0.70216,0.693697,86.427177
10/11/2020,31.786,29.237,14.1877,7.29232,0.703776,0.668112,83.874908
10/12/2020,34.1493,30.8897,16.8847,7.55083,0.731114,0.610825,90.816469
10/13/2020,34.4841,31.263,17.8765,7.58969,0.723672,0.569847,92.506809
10/14/2020,34.3298,31.2921,17.9975,7.70217,0.733339,0.621239,92.676148
10/15/2020,34.5163,31.2407,18.1011,7.74256,0.784351,0.648063,93.033074
10/16/2020,35.3943,32.143,18.0094,8.30412,0.795106,0.712635,95.358561
10/17/2020,33.5875,30.4869,16.2891,8.545,0.703605,0.727827,90.339932
10/18/2020,32.5936,30.0582,14.2805,8.34412,0.71731,0.696681,86.690411
10/19/2020,35.5485,32.0241,17.6307,8.17839,0.738644,0.626757,94.747091
10/20/2020,35.3252,31.7452,17.8498,7.70718,0.71626,0.579236,93.922876
10/21/2020,35.3794,31.7732,17.9559,7.44529,0.725257,0.620956,93.900003
10/22/2020,35.5737,32.3423,18.0908,7.49399,0.763564,0.652255,94.916609
10/23/2020,35.488,32.058,17.9714,7.76676,0.780477,0.69816,94.762797
10/24/2020,33.2617,30.3814,16.3108,8.05352,0.680986,0.727033,89.415439
10/25/2020,32.2968,29.874,14.5413,8.36077,0.687976,0.682891,86.443737
10/26/2020,35.014,31.6449,17.4224,8.4091,0.708858,0.62465,93.823908
10/27/2020,35.5408,32.2684,17.8952,8.80638,0.706024,0.577736,95.79454
10/28/2020,35.8277,32.5237,18.0073,8.95345,0.715958,0.625899,96.654007
10/29/2020,36.2304,33.0184,17.7262,8.86576,0.747414,0.672112,97.260286
10/30/2020,36.3688,33.1503,17.7118,8.85149,0.774947,0.712292,97.569629
